Month,Rep,Category,Actual Revenue (ZAR),Target Revenue (ZAR),Achievement %,Base Commission (ZAR)
2025-12-01,Zanele Mokwena,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-07-01,Zanele Mokwena,Image Processing,0.0,0.0,100.0,0.0
2025-08-01,Zanele Mokwena,Image Processing,0.0,0.0,100.0,0.0
2025-09-01,Zanele Mokwena,Image Processing,0.0,0.0,100.0,0.0
2025-10-01,Zanele Mokwena,Image Processing,3146.19,0.0,,157.31
2025-11-01,Zanele Mokwena,Image Processing,0.0,0.0,100.0,0.0
2025-12-01,Zanele Mokwena,Image Processing,0.0,0.0,100.0,0.0
2025-07-01,Zanele Mokwena,Records Management - New,1506.63,0.0,,75.33
2025-08-01,Zanele Mokwena,Records Management - New,1887.79,0.0,,94.39
2025-09-01,Zanele Mokwena,Records Management - New,2630.93,0.0,,131.55
2025-10-01,Zanele Mokwena,Records Management - New,0.0,0.0,100.0,0.0
2025-11-01,Zanele Mokwena,Records Management - New,0.0,0.0,100.0,0.0
2025-12-01,Zanele Mokwena,Records Management - New,0.0,0.0,100.0,0.0
2025-07-01,Zanele Mokwena,Records Management - Ongoing,1478.08,0.0,,73.9
2025-08-01,Zanele Mokwena,Records Management - Ongoing,4772.58,0.0,,238.63
2025-09-01,Zanele Mokwena,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-10-01,Zanele Mokwena,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-11-01,Zanele Mokwena,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-12-01,Zanele Mokwena,Records Management - Ongoing,1124.76,0.0,,56.24
2025-07-01,Zanele Mokwena,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-08-01,Zanele Mokwena,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-09-01,Zanele Mokwena,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-10-01,Zanele Mokwena,Software Integration and Related Services,2691.39,0.0,,134.57
2025-11-01,Zanele Mokwena,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-12-01,Zanele Mokwena,Software Integration and Related Services,4984.16,0.0,,249.21
2025-07-01,Michael van der Berg,Backup Storage & Management,875.08,0.0,,43.75
2025-08-01,Michael van der Berg,Backup Storage & Management,988.23,0.0,,49.41
2025-09-01,Michael van der Berg,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-10-01,Michael van der Berg,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-11-01,Michael van der Berg,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-12-01,Michael van der Berg,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-07-01,Michael van der Berg,Image Processing,0.0,0.0,100.0,0.0
2025-08-01,Michael van der Berg,Image Processing,0.0,0.0,100.0,0.0
2025-09-01,Michael van der Berg,Image Processing,0.0,0.0,100.0,0.0
2025-10-01,Michael van der Berg,Image Processing,0.0,0.0,100.0,0.0
2025-11-01,Michael van der Berg,Image Processing,0.0,0.0,100.0,0.0
2025-12-01,Michael van der Berg,Image Processing,3733.53,0.0,,186.68
2025-07-01,Michael van der Berg,Records Management - New,0.0,0.0,100.0,0.0
2025-08-01,Michael van der Berg,Records Management - New,4075.71,0.0,,203.79
2025-09-01,Michael van der Berg,Records Management - New,4445.03,0.0,,222.25
2025-10-01,Michael van der Berg,Records Management - New,0.0,0.0,100.0,0.0
2025-11-01,Michael van der Berg,Records Management - New,1394.02,0.0,,69.7
2025-12-01,Michael van der Berg,Records Management - New,0.0,0.0,100.0,0.0
2025-07-01,Michael van der Berg,Records Management - Ongoing,2414.72,0.0,,120.74
2025-08-01,Michael van der Berg,Records Management - Ongoing,3439.87,0.0,,171.99
2025-09-01,Michael van der Berg,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-10-01,Michael van der Berg,Records Management - Ongoing,3223.54,0.0,,161.18
2025-11-01,Michael van der Berg,Records Management - Ongoing,3745.92,0.0,,187.3
2025-12-01,Michael van der Berg,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-07-01,Michael van der Berg,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-08-01,Michael van der Berg,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-09-01,Michael van der Berg,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-10-01,Michael van der Berg,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-11-01,Michael van der Berg,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-12-01,Michael van der Berg,Software Integration and Related Services,4642.09,0.0,,232.1
2025-07-01,Precious Nkosi,Backup Storage & Management,4960.17,0.0,,248.01
2025-08-01,Precious Nkosi,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-09-01,Precious Nkosi,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-10-01,Precious Nkosi,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-11-01,Precious Nkosi,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-12-01,Precious Nkosi,Backup Storage & Management,1533.63,0.0,,76.68
2025-07-01,Precious Nkosi,Image Processing,2460.25,0.0,,123.01
2025-08-01,Precious Nkosi,Image Processing,0.0,0.0,100.0,0.0
2025-09-01,Precious Nkosi,Image Processing,0.0,0.0,100.0,0.0
2025-10-01,Precious Nkosi,Image Processing,1863.46,0.0,,93.17
2025-11-01,Precious Nkosi,Image Processing,0.0,0.0,100.0,0.0
2025-12-01,Precious Nkosi,Image Processing,0.0,0.0,100.0,0.0
2025-07-01,Precious Nkosi,Records Management - New,0.0,0.0,100.0,0.0
2025-08-01,Precious Nkosi,Records Management - New,0.0,0.0,100.0,0.0
2025-09-01,Precious Nkosi,Records Management - New,0.0,0.0,100.0,0.0
2025-10-01,Precious Nkosi,Records Management - New,0.0,0.0,100.0,0.0
2025-11-01,Precious Nkosi,Records Management - New,0.0,0.0,100.0,0.0
2025-12-01,Precious Nkosi,Records Management - New,0.0,0.0,100.0,0.0
2025-07-01,Precious Nkosi,Records Management - Ongoing,1323.8,0.0,,66.19
2025-08-01,Precious Nkosi,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-09-01,Precious Nkosi,Records Management - Ongoing,4242.45,0.0,,212.12
2025-10-01,Precious Nkosi,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-11-01,Precious Nkosi,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-12-01,Precious Nkosi,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-07-01,Precious Nkosi,Software Integration and Related Services,2955.59,0.0,,147.78
2025-08-01,Precious Nkosi,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-09-01,Precious Nkosi,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-10-01,Precious Nkosi,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-11-01,Precious Nkosi,Software Integration and Related Services,1665.53,0.0,,83.28
2025-12-01,Precious Nkosi,Software Integration and Related Services,835.63,0.0,,41.78
2025-07-01,Grant Naidoo,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-08-01,Grant Naidoo,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-09-01,Grant Naidoo,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-10-01,Grant Naidoo,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-11-01,Grant Naidoo,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-12-01,Grant Naidoo,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-07-01,Grant Naidoo,Image Processing,0.0,0.0,100.0,0.0
2025-08-01,Grant Naidoo,Image Processing,0.0,0.0,100.0,0.0
2025-09-01,Grant Naidoo,Image Processing,0.0,0.0,100.0,0.0
2025-10-01,Grant Naidoo,Image Processing,0.0,0.0,100.0,0.0
2025-11-01,Grant Naidoo,Image Processing,0.0,0.0,100.0,0.0
2025-12-01,Grant Naidoo,Image Processing,0.0,0.0,100.0,0.0
2025-07-01,Grant Naidoo,Records Management - New,1174.18,0.0,,58.71
2025-08-01,Grant Naidoo,Records Management - New,0.0,0.0,100.0,0.0
2025-09-01,Grant Naidoo,Records Management - New,0.0,0.0,100.0,0.0
2025-10-01,Grant Naidoo,Records Management - New,3987.17,0.0,,199.36
2025-11-01,Grant Naidoo,Records Management - New,1484.82,0.0,,74.24
2025-12-01,Grant Naidoo,Records Management - New,0.0,0.0,100.0,0.0
2025-07-01,Grant Naidoo,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-08-01,Grant Naidoo,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-09-01,Grant Naidoo,Records Management - Ongoing,3258.23,0.0,,162.91
2025-10-01,Grant Naidoo,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-11-01,Grant Naidoo,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-12-01,Grant Naidoo,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-07-01,Grant Naidoo,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-08-01,Grant Naidoo,Software Integration and Related Services,1196.52,0.0,,59.83
2025-09-01,Grant Naidoo,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-10-01,Grant Naidoo,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-11-01,Grant Naidoo,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-12-01,Grant Naidoo,Software Integration and Related Services,2429.85,0.0,,121.49
2025-07-01,House Account,Backup Storage & Management,1909.92,0.0,,95.5
2025-08-01,House Account,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-09-01,House Account,Backup Storage & Management,1191.5,0.0,,59.58
2025-10-01,House Account,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-11-01,House Account,Backup Storage & Management,0.0,0.0,100.0,0.0
2025-12-01,House Account,Backup Storage & Management,2569.39,0.0,,128.47
2025-07-01,House Account,Image Processing,842.21,0.0,,42.11
2025-08-01,House Account,Image Processing,0.0,0.0,100.0,0.0
2025-09-01,House Account,Image Processing,0.0,0.0,100.0,0.0
2025-10-01,House Account,Image Processing,0.0,0.0,100.0,0.0
2025-11-01,House Account,Image Processing,0.0,0.0,100.0,0.0
2025-12-01,House Account,Image Processing,0.0,0.0,100.0,0.0
2025-07-01,House Account,Records Management - New,0.0,0.0,100.0,0.0
2025-08-01,House Account,Records Management - New,0.0,0.0,100.0,0.0
2025-09-01,House Account,Records Management - New,1831.58,0.0,,91.58
2025-10-01,House Account,Records Management - New,0.0,0.0,100.0,0.0
2025-11-01,House Account,Records Management - New,4331.17,0.0,,216.56
2025-12-01,House Account,Records Management - New,0.0,0.0,100.0,0.0
2025-07-01,House Account,Records Management - Ongoing,3214.66,0.0,,160.73
2025-08-01,House Account,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-09-01,House Account,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-10-01,House Account,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-11-01,House Account,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-12-01,House Account,Records Management - Ongoing,0.0,0.0,100.0,0.0
2025-07-01,House Account,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-08-01,House Account,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-09-01,House Account,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-10-01,House Account,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-11-01,House Account,Software Integration and Related Services,0.0,0.0,100.0,0.0
2025-12-01,House Account,Software Integration and Related Services,1821.84,0.0,,91.09
